L,R,F,M,C
3183,32,80,114222,0.664970058
2255,24,42,53030,1.431651895
838,1,79,103403,0.7339671
731,96,30,85368,0.888219942
3345,12,30,55918,1.3558616190000001
2596,23,38,100035,0.757393112
2022,25,49,100244,0.755588065
681,1,122,91128,0.83108397
3268,7,60,99311,0.762068552
2525,2,86,96033,0.7873670509999999
1896,39,6,73392,1.03
731,235,6,73392,1.03
3295,24,59,105575,0.7158654040000001
2173,3,68,85336,0.885546077
2933,1,62,87492,0.863288072
1359,72,38,57596,1.30967272
1635,6,104,99462,0.757270716
1101,21,45,113659,0.662631116
2792,1,59,104352,0.721700494
1517,11,57,95289,0.7899742890000001
2560,36,58,103107,0.729874305
2999,11,78,109710,0.685185398
393,11,38,55596,1.351954277
1399,8,31,55642,1.3507072
689,24,91,114600,0.655811606
625,1,82,118887,0.631932339
1960,109,34,66320,1.132759349
3400,3,54,98038,0.766080091
2463,38,51,80432,0.933638602
2933,4,62,91853,0.817490664
1841,11,101,86102,0.871194513
815,3,98,90418,0.82935577
856,2,67,99772,0.751497414
2369,1,58,82250,0.911499088
3125,10,45,72849,1.028986397
2091,1,45,77987,0.960536115
1571,15,55,83780,0.8932666509999999
2553,31,38,113467,0.659311165
1355,5,53,85130,0.878743334
1186,56,39,57001,1.311457343
3063,9,51,92227,0.810541273
524,9,11,81937,0.912206573
2925,60,31,52216,1.4311883330000001
655,7,51,93929,0.795260889
2542,7,67,95559,0.78088584
2937,75,65,95518,0.780413325
949,14,22,54730,1.361512333
1927,1,64,101534,0.733608939
2814,15,70,117261,0.635178874
2722,14,73,97885,0.7606702759999999
1458,25,55,91097,0.8169428190000001
1680,30,59,88730,0.8379436490000001
1695,6,63,84128,0.88377199
3239,6,113,109075,0.681333761
2792,3,72,60674,1.224716518
2958,4,122,87871,0.844693244
2709,3,79,98039,0.7569282629999999
683,19,78,81033,0.91528402
2511,15,45,97205,0.7628747490000001
874,2,78,100891,0.7349542579999999
902,42,75,78024,0.9501409820000001
2929,1,72,103478,0.715944549
2684,180,45,80074,0.9250694359999999
2496,107,47,105448,0.7023584140000001
1504,2,61,57474,1.288559697
830,88,10,111277,0.665374696
2835,14,32,79748,0.9281484179999999
2194,1,57,92596,0.7992955420000001
1474,85,58,51359,1.441034872
2867,20,34,99007,0.7469786979999999
2384,28,45,108968,0.6786184940000001
2804,15,66,99380,0.743689072
2084,11,52,54902,1.3461425809999998
3295,4,103,126385,0.5845876489999999
3133,61,61,82229,0.8973846209999999
506,2,32,68796,1.071943718
656,3,92,81252,0.907426648
1819,6,58,94789,0.777775797
3191,1,80,100890,0.73022133
3035,8,46,82198,0.8951384459999999
1037,14,85,96524,0.762113878
520,53,15,87979,0.8357346640000001
1913,26,55,53082,1.38513677
3332,9,70,90676,0.8107778240000001
1536,4,84,88600,0.828726975
3019,5,85,94910,0.7733566540000001
1879,8,51,103334,0.710294095
2693,5,66,87096,0.842461652
946,30,13,75939,0.9659100070000001
1500,6,85,87222,0.8405888420000001
3286,11,83,84586,0.866116497
2847,6,89,76929,0.952323571
1348,4,85,88084,0.829060102
2342,20,53,100834,0.724125295
904,1,92,93608,0.7794460940000001
1720,15,54,73594,0.991353507
1173,6,78,92961,0.7846618470000001
2900,5,45,94176,0.77380288
1597,21,57,96770,0.752291723
1457,18,44,94505,0.770116925
2604,1,78,97688,0.744750123
1270,13,69,122130,0.595677639
1403,13,91,94399,0.770311126
841,4,56,99083,0.7335225009999999
2118,4,44,69243,1.048949208
2530,7,72,92591,0.784232377
635,287,49,81119,0.894173991
705,1,37,107668,0.67363915
513,4,88,94053,0.7709061909999999
2519,9,84,101344,0.715400813
1737,12,58,96418,0.751877658
3015,4,60,107228,0.676071828
642,3,9,91224,0.794444444
584,151,11,95158,0.7609997059999999
2928,10,33,94251,0.76655558
3115,46,72,108362,0.666644027
2946,29,38,57045,1.2653776840000002
607,130,27,72382,0.9970661209999999
1232,8,35,71526,1.008923608
3154,5,84,94699,0.760778361
719,31,27,83430,0.8632206640000001
1294,87,55,91229,0.789220204
2820,2,25,60909,1.181765256
2980,76,24,104992,0.685569377
867,404,48,109680,0.65625
1484,7,65,85774,0.838990253
2622,5,67,107942,0.666477923
2191,44,37,96596,0.744337447
1156,5,68,49054,1.464808986
1021,15,75,94885,0.756962955
2775,10,78,95712,0.749861982
2026,18,29,93670,0.766206897
1621,4,61,91722,0.78226347
1118,1,110,94212,0.761354286
2530,67,26,50464,1.4205865569999998
3265,7,62,82613,0.867230581
3247,29,61,97269,0.7364044040000001
2719,9,62,103017,0.695298834
2919,37,53,93161,0.768521162
2325,9,28,48681,1.4704897190000001
2843,7,67,105406,0.678681764
2705,18,79,79187,0.902894036
3437,4,26,74707,0.956791465
2740,20,60,79936,0.893743995
2195,25,47,85104,0.839405903
1293,22,47,93009,0.767970626
3251,6,47,69445,1.0275776509999999
1884,5,52,50564,1.410842497
569,19,12,86872,0.8210383090000001
2487,12,47,55930,1.275212587
929,14,64,95009,0.7506681470000001
3287,14,50,91885,0.7760869570000001
649,86,11,79822,0.892701511
2094,8,49,95617,0.7450367609999999
2353,7,43,76616,0.929799128
2679,8,59,93989,0.7578648570000001
2572,3,89,97760,0.728606997
3338,39,50,66551,1.070130276
1957,2,60,59525,1.19527963
1051,12,50,86754,0.820040344
1446,4,60,102459,0.694059575
2179,6,67,94955,0.7487699440000001
1560,5,40,56236,1.264161391
2134,2,46,51348,1.38430046
974,4,82,83895,0.847254187
2861,34,56,91642,0.7756107459999999
1408,27,9,110088,0.645555556
2411,148,28,48738,1.457490254
1486,30,65,105426,0.6734283759999999
488,14,39,57173,1.241211236
1890,5,63,90448,0.7843940159999999
1630,72,17,60715,1.166852837
1437,27,8,75179,0.942246505
3231,3,84,110523,0.640647015
2316,18,37,90444,0.7828232940000001
2391,29,80,100267,0.7060982179999999
2721,3,45,82181,0.8610738490000001
767,14,93,83778,0.84441154
2195,21,44,51657,1.369228759
2679,2,69,84501,0.8358346059999999
1729,20,82,97301,0.725362843
2587,1,78,88944,0.7927240740000001
1656,3,69,98985,0.712019397
2779,19,84,92064,0.765469565
2359,1,64,104064,0.676593058
915,10,11,111496,0.630909091
1940,2,87,99343,0.707182388
1403,9,36,103715,0.677307911
2267,31,58,93874,0.7480802990000001
1535,4,45,89241,0.786511917
1091,3,78,82663,0.84868599
1073,58,51,70410,0.9960274109999999
2165,6,81,94452,0.74244971
2260,1,67,86831,0.807476938
2860,12,83,93223,0.751684992
2713,48,38,79321,0.88335611
1319,4,47,79014,0.886655909
2981,74,75,94837,0.738562797
800,7,50,91158,0.7679431320000001
1704,5,43,96346,0.726250389
3066,2,103,98576,0.709802487
2848,16,53,58456,1.196730703
2218,13,59,106818,0.65477251
1219,220,40,84144,0.831087778
1186,5,92,90054,0.776382171
1894,85,23,97363,0.718099175
1151,18,74,75406,0.925861603
976,117,31,48504,1.439048326
2426,5,66,104974,0.6636847220000001
2234,1,114,106887,0.651210811
915,44,8,97856,0.71
2465,7,74,87556,0.793000365
1434,12,74,95970,0.723339585
1981,48,45,93363,0.74342941
2392,38,19,67361,1.0297544570000001
1581,22,51,49694,1.395562442
3197,87,9,64966,1.066327925
908,11,53,70959,0.976189208
1119,10,63,89864,0.770572087
2868,32,27,49859,1.388584408
1718,9,39,101074,0.684744247
3408,2,82,98222,0.704230722
2386,40,52,99663,0.6938930190000001
1901,4,60,95528,0.72390922
730,21,15,102029,0.677207167
2498,119,64,86680,0.796799954
3063,4,128,122933,0.561786827
1230,17,21,58554,1.179136865
2871,81,49,74209,0.9294625990000001
626,6,68,95591,0.7215020240000001
2938,14,52,89362,0.771647904
3275,2,66,91139,0.756303449
2217,25,43,56979,1.208202145
1110,18,79,102497,0.671539069
2768,7,88,95204,0.7228046090000001
2852,7,62,84141,0.817781462
2917,4,76,106316,0.646832085
1747,9,61,93582,0.734644483
3127,69,63,108742,0.63222306
2651,13,99,89194,0.770776846
2565,6,59,96721,0.710553034
2925,3,35,84602,0.8123133020000001
2342,25,93,93800,0.73240629
1160,6,55,86833,0.7908684490000001
765,24,50,86748,0.791493983
705,16,83,119272,0.575621269
1277,4,54,87334,0.7857932759999999
2453,28,67,99876,0.686488346
1128,92,44,78334,0.8720875990000001
812,1,71,83498,0.8177744379999999
1645,77,8,97856,0.6975
3282,8,67,107343,0.6357259439999999
2274,14,66,95500,0.714466492
793,5,37,49165,1.3865882230000002
2407,2,45,64879,1.050657223
2181,2,88,82559,0.825079034
2116,7,74,87838,0.77524067
2651,97,55,83607,0.814324997
2740,2,63,90250,0.7542840999999999
1896,1,96,106628,0.638373879
710,9,63,82060,0.82876639
2401,4,66,86473,0.7864642140000001
2527,25,65,92968,0.7314930940000001
423,175,9,89386,0.760529166
2594,28,24,58285,1.166275543
3059,18,38,47103,1.4430961930000001
725,11,75,104980,0.6472666220000001
1954,3,42,82833,0.819982012
3052,18,48,76188,0.890162362
1331,3,84,79768,0.8483582390000001
2930,9,48,103296,0.655015683
2912,1,38,90002,0.751680518
1740,14,41,77675,0.870894754
1599,20,59,80922,0.8352330640000001
640,64,15,73334,0.920963128
3124,15,50,89808,0.751963299
2633,7,98,93582,0.7206628409999999
1651,9,70,72324,0.932417455
2181,15,53,75761,0.8900197990000001
2091,112,23,47595,1.416268936
1009,4,60,88340,0.762685873
1668,36,34,84475,0.797343238
876,16,46,97431,0.690650512
2574,3,66,96751,0.695424233
3160,22,64,89491,0.7517455390000001
2655,6,58,49869,1.349008201
1936,12,97,115517,0.582283647
979,61,50,83383,0.8066655070000001
843,4,73,107221,0.62728915
2856,2,63,101041,0.665195416
2038,2,55,101325,0.663082359
730,13,83,101114,0.664267955
1040,5,37,80277,0.8366723970000001
625,11,54,59159,1.134827161
1404,94,56,73248,0.91625
2359,5,54,80811,0.830013488
1591,5,77,94466,0.7099307690000001
3240,263,17,90438,0.741289723
1742,3,61,99005,0.676810666
709,27,24,75020,0.8923636359999999
2801,68,25,77593,0.862744191
3376,2,75,91756,0.7291747679999999
1253,3,62,87570,0.7639901790000001
2602,6,8,81088,0.825
830,27,47,108535,0.61626093
836,5,77,51017,1.310647431
2609,16,93,78812,0.847757067
1116,2,45,53533,1.247749239
1914,16,84,92563,0.721065869
2511,6,42,74786,0.892427995
2852,4,31,53936,1.236860909
3290,1,62,87482,0.7623050459999999
2415,3,27,46587,1.431428295
1328,1,95,81511,0.818104182
3345,2,65,88117,0.7564273640000001
1225,3,60,90460,0.7367836609999999
961,21,33,83267,0.800237669
1299,437,31,110216,0.60440544
2466,18,54,88445,0.752916615
2909,5,42,95736,0.695375825
2652,6,69,74659,0.891297365
1694,7,62,87599,0.7595434879999999
2447,16,57,96789,0.6873007259999999
522,5,68,89790,0.74069863
517,1,128,98649,0.6740434270000001
2177,7,76,86218,0.7711289990000001
698,6,67,103410,0.642522193
2896,14,56,87501,0.7590530390000001
1663,52,63,86986,0.7634627409999999
2421,9,56,97831,0.678767262
3301,1,76,94455,0.7028135090000001
1764,22,31,82520,0.804163718
2495,6,70,88915,0.746303211
1060,66,40,89451,0.741461247
1301,7,86,81293,0.815594824
807,30,8,97856,0.6775
1625,2,38,74979,0.884175169
2802,10,75,82533,0.8032435509999999
945,32,28,58744,1.128214286
871,3,58,92630,0.715125553
1430,6,56,94125,0.703703373
797,7,66,104688,0.632428741
1722,3,60,85396,0.774692023
2557,3,108,76956,0.8595644259999999
3432,28,10,111243,0.594440819
641,50,21,85913,0.7695947059999999
1427,31,17,67111,0.985147442
1182,4,71,78274,0.844210977
1556,1,83,98330,0.6719452859999999
2420,60,42,96446,0.684900773
1407,25,62,88828,0.7436010040000001
560,23,32,118596,0.556829741
2247,2,59,82148,0.803856089
2995,6,45,75513,0.874336472
3114,2,62,65751,1.00370367
1813,51,61,96606,0.68244726
3046,2,60,94677,0.69633966
2450,107,25,99217,0.664036304
1218,1,103,94561,0.6964352109999999
2880,34,64,80426,0.818625942
859,8,66,79955,0.822299043
1712,17,53,55075,1.193531729
1326,144,71,81869,0.802114353
2478,6,43,53080,1.237156745
1690,10,71,84420,0.77772471
556,9,48,78464,0.836235471
962,9,60,82184,0.798367322
775,2,34,84604,0.775308023
667,3,49,78459,0.835948457
1180,2,43,93727,0.6997169440000001
2732,35,57,90166,0.726836612
3344,4,81,91228,0.718119985
3344,17,66,87963,0.7447026590000001
2422,9,33,84484,0.7748500309999999
2526,20,55,103053,0.635123674
2940,107,10,89033,0.7347814859999999
2301,67,10,100784,0.6489639229999999
840,30,34,87913,0.7438075140000001
3236,7,39,81039,0.804813608
2841,10,50,96270,0.6773808040000001
1008,3,60,96998,0.6712497159999999
2441,2,116,83165,0.782612517
1280,217,32,46488,1.400029255
1389,1,74,99702,0.652215703
1132,6,13,77042,0.844045975
1965,60,28,47951,1.3555404480000002
924,14,50,95085,0.6834599570000001
2362,16,71,91365,0.7112315440000001
1237,49,51,86803,0.748592215
3362,12,63,91024,0.713542692
1997,63,40,52906,1.227439421
2946,2,64,89078,0.7288708770000001
3081,2,34,47751,1.35951645
2531,11,45,80817,0.8032229609999999
2132,39,11,89648,0.724004216
2215,2,39,83889,0.7726835459999999
3408,1,101,82033,0.7897719209999999
2706,71,10,98764,0.655965331
2859,2,45,90950,0.7120016490000001
1978,35,46,88065,0.735062056
3001,3,82,87360,0.7409887820000001
2007,265,11,90291,0.716932695
3225,15,61,98900,0.654428514
2462,6,30,83790,0.772333333
1929,1,97,93299,0.6935350859999999
3140,4,88,87325,0.740870083
975,19,18,94550,0.6838852459999999
2447,65,43,99065,0.652629385
1124,1,81,84659,0.763417239
1125,28,25,84429,0.765015931
3178,6,13,98379,0.65643674
2329,42,71,76605,0.842243326
2714,9,91,83244,0.774857888
2067,1,76,74101,0.870106206
1652,11,48,93831,0.68701783
1177,6,9,110088,0.585555556
636,3,59,98344,0.655315017
2906,57,28,80963,0.795878735
551,23,26,50024,1.28795738
2764,289,18,94161,0.684170092
1968,57,23,47238,1.363048817
776,15,89,96608,0.6664313510000001
686,1,43,93049,0.69179658
499,224,7,62686,1.026835338
1216,68,25,44870,1.433750836
628,14,59,86620,0.742177442
2854,5,53,86686,0.741590338
2612,12,56,80865,0.794874297
3349,90,35,55938,1.1490632490000001
2727,12,51,53198,1.207902929
2728,5,51,84896,0.75665261
3174,255,5,61160,1.05
2755,13,39,49396,1.299550976
2873,65,15,65979,0.9722899709999999
2784,11,63,85096,0.7538277940000001
3207,5,52,56462,1.1353775990000001
2363,4,73,78754,0.81388666
940,4,26,47873,1.337733378
2800,11,57,80646,0.7940450859999999
3265,2,77,90123,0.710465253
2397,6,71,83712,0.764650707
3097,2,95,74066,0.862945346
614,5,40,69761,0.916007655
3253,2,28,91701,0.69680407
2955,5,73,95647,0.668030362
3040,131,43,85974,0.743074883
1507,8,25,52450,1.2176
2986,47,63,80675,0.791293957
1045,4,49,75477,0.845687295
2746,22,46,89271,0.714593877
565,314,10,100472,0.634799745
987,2,59,80541,0.791726947
649,38,9,91224,0.698888889
3077,2,81,75182,0.847747732
498,87,7,85624,0.7442857140000001
1024,2,75,60283,1.056982731
1046,4,107,79501,0.801270927
708,1,73,80241,0.7936877659999999
2145,4,65,96693,0.658601864
2566,3,76,71746,0.886963733
1224,32,64,93264,0.682162356
2481,24,34,95000,0.669690526
471,32,67,89045,0.714236622
3339,57,39,56993,1.1158591409999998
3251,44,28,43915,1.447174086
2297,24,71,88022,0.721764104
1222,28,12,85695,0.741325632
1995,6,54,80475,0.789281267
1606,13,50,47419,1.339272022
2203,18,63,90508,0.701515115
1247,16,47,95635,0.663811052
2854,7,52,88665,0.7158285679999999
670,4,30,43997,1.4425556290000001
2433,26,50,79538,0.7968496820000001
1581,7,67,115950,0.546489866
1130,33,51,79381,0.798170595
2496,70,75,77582,0.816596247
2667,10,61,98657,0.641866669
1572,123,6,62259,1.017113992
2829,5,72,90317,0.701083628
1892,14,77,86916,0.72837993
1391,74,19,50352,1.256990983
2997,4,46,81221,0.779039657
2407,1,49,76772,0.8236952270000001
917,5,93,78991,0.8000583609999999
2373,45,29,93643,0.67474611
2025,15,49,93195,0.677956972
555,11,62,83902,0.75303485
2604,8,36,77225,0.817882551
1301,13,78,80399,0.785563626
1269,90,20,89005,0.709340599
839,33,36,53142,1.187838997
2830,41,11,84655,0.7455329279999999
2940,8,54,77036,0.819158575
2530,28,33,43164,1.4618181819999998
2795,31,35,45965,1.3726352659999999
2766,104,44,68873,0.915871241
2274,5,48,80586,0.782426848
1035,345,9,67245,0.937580192
1716,1,49,75716,0.832198082
2146,9,55,88604,0.711070945
443,5,19,48560,1.297306219
1024,86,5,61160,1.03
1076,1,82,86882,0.724723993
2435,22,40,99177,0.634788005
2841,4,81,85753,0.734077525
3196,3,61,99202,0.634378944
2876,5,54,88586,0.710252297
2212,100,7,85624,0.7342857140000001
2108,31,40,70631,0.889793009
1602,12,62,81546,0.770479116
2464,17,48,48815,1.286855884
1046,18,52,73187,0.8582962820000001
3278,2,42,56487,1.1109582740000001
1816,20,42,80686,0.776964157
2828,11,69,89629,0.699150052
1203,130,26,43810,1.428440995
1414,2,71,76572,0.816414747
3394,15,58,94925,0.6580753229999999
1627,230,13,79971,0.7798879590000001
3125,5,42,61051,1.021400632
1197,23,37,75552,0.824821977
1868,10,82,90889,0.6853246270000001
2077,9,75,100319,0.620769346
1186,144,31,42750,1.455932164
3298,6,49,95380,0.652557664
2490,11,76,82886,0.750763458
2123,39,41,82668,0.7525508059999999
611,11,70,80023,0.7767253159999999
1742,21,70,83798,0.74161054
2504,36,50,73964,0.839648207
1651,10,59,70841,0.8765782529999999
2438,2,41,43296,1.433718588
3154,2,80,63090,0.9836628629999999
548,26,44,82596,0.751008887
1534,77,34,78078,0.7944558009999999
3377,27,35,74052,0.8373972340000001
2893,9,60,73500,0.842998503
1562,11,54,79706,0.7773350809999999
1103,6,46,87839,0.705171165
2382,37,51,52044,1.188997963
3163,10,65,78842,0.784764846
3405,35,60,104351,0.592701939
1186,78,49,56791,1.089030304
2365,20,65,79460,0.778212056
2610,20,53,83213,0.7429943640000001
2188,3,62,80734,0.765801273
591,24,50,110765,0.55817343
475,214,47,101838,0.607049628
3427,66,37,62604,0.9871207909999999
1544,33,49,86330,0.715697788
2875,16,40,80889,0.763638443
1015,7,47,80833,0.7639381190000001
576,1,51,81466,0.7577202759999999
1095,2,63,90863,0.678944235
1276,5,58,84039,0.734023251
2167,3,57,83010,0.7429861459999999
1309,25,79,90194,0.6837351709999999
2958,5,64,81662,0.754111215
2707,24,42,45445,1.3550815269999998
1703,7,71,79337,0.7760737109999999
2701,21,34,91793,0.670704084
1006,6,58,65833,0.935059924
1890,12,75,75269,0.817348709
3190,1,35,54134,1.136308789
689,1,28,79765,0.771087319
2600,3,49,89006,0.690976788
2956,2,10,83564,0.73567936
1166,32,58,90921,0.676096501
3211,17,34,102881,0.5974340260000001
900,10,32,42050,1.46025874
1827,57,14,86722,0.70785314
2397,11,87,71979,0.852811931
1625,12,54,71954,0.8527599579999999
2378,67,20,83302,0.73654354
3102,5,34,84253,0.7281499770000001
552,120,30,46508,1.316232906
2475,26,36,47888,1.277978826
1108,8,46,85335,0.717079276
934,220,53,45414,1.3469756019999999
442,8,15,97250,0.628571517
1333,6,95,76026,0.803118801
2929,49,52,75015,0.813926148
2186,6,64,94526,0.645575291
924,5,38,85034,0.7174053909999999
3406,461,51,67167,0.9082317209999999
953,8,48,78489,0.776952312
1903,16,65,73962,0.824283416
1470,93,23,41859,1.45569101
2703,5,55,72751,0.8373704829999999
2355,7,58,64594,0.943011116
1074,15,31,75610,0.8053593440000001
784,10,78,80959,0.751913932
2909,3,54,67130,0.906626843
2872,12,58,64240,0.947089664
1407,18,37,84950,0.7161925840000001
1022,3,43,79376,0.766335668
2984,3,57,87540,0.6947636509999999
1677,2,62,91011,0.667879817
3023,23,59,84795,0.716748865
2348,88,10,103500,0.586999807
2621,22,36,68760,0.8833333329999999
1873,32,58,74908,0.810649463
2845,5,45,78758,0.770872165
833,8,81,73941,0.8208944970000001
2900,11,60,88186,0.6882506290000001
1169,3,62,72630,0.835425306
3221,24,26,44816,1.353867369
669,19,28,42440,1.4296336
3101,7,56,86835,0.6985944609999999
3000,11,75,79162,0.765996564
557,86,7,58856,1.03
1156,62,74,76240,0.795091028
2894,7,45,72869,0.831767281
2427,11,47,81560,0.742864272
1043,4,53,70743,0.8563897490000001
387,23,8,86723,0.6982588240000001
1548,2,67,73170,0.827588903
2757,5,77,88662,0.6821544740000001
3393,1,68,82504,0.733065548
1072,15,57,66811,0.9048411190000001
2166,4,40,51323,1.1763480309999998
964,40,45,83981,0.718592062
2848,16,62,79286,0.7610923740000001
1397,13,57,71068,0.848845753
1237,34,57,88302,0.682957351
