,MemberNo,Gender,Age,WorkCity,FFPdate,Category
577,54645,男,45.0,广州,2006/2/13,4
578,56118,男,45.0,广州市,2005/1/11,4
579,45566,男,45.0,广州,2005/12/13,4
580,38361,男,68.0,厦门,2007/4/2,4
581,156,男,37.0,广州市,2011/1/13,4
582,29824,女,49.0,广州,2007/10/30,4
583,2149,男,42.0,广州,2005/4/16,4
584,8678,男,61.0,沈阳,2007/10/19,4
585,53581,男,40.0,北京,2006/1/19,4
586,30326,男,49.0,大连,2008/8/6,4
587,43637,女,57.0,大连,2009/9/1,4
588,55499,男,35.0,广州市,2010/7/18,4
589,49298,男,41.0,.,2009/11/18,4
590,42157,男,51.0,北京,2011/12/13,4
591,10283,男,33.0,广州,2009/1/14,4
592,19508,男,36.0,郑州市,2009/10/21,4
593,55130,男,43.0,广州,2007/2/1,4
594,29440,男,47.0,沈阳,2007/6/1,4
595,40177,男,39.0,南海,2010/8/18,4
596,49867,男,53.0,鞍山,2010/11/28,4
597,38621,女,42.0,广州,2007/10/25,4
598,40322,男,38.0,佛山,2009/9/18,4
599,58432,女,43.0,北京,2010/2/20,4
600,42627,男,35.0,LEVALLOIS PERRET,2012/4/24,4
601,35314,男,46.0,库尔勒,2010/10/17,4
602,57188,男,41.0,哈尔滨,2007/7/17,4
603,17102,男,51.0,沈阳,2012/3/3,4
604,62873,男,42.0,杭州,2006/4/11,4
605,29484,男,54.0,SAN MARINO,2008/12/21,4
606,29166,男,43.0,广州,2005/5/5,4
607,36116,女,47.0,沈阳,2010/11/29,4
608,60503,男,39.0,惠州,2012/5/20,4
609,18790,男,34.0,广州,2006/3/9,4
610,11105,男,66.0,广州市,2005/3/31,4
611,41035,男,39.0,上海,2010/12/13,4
612,21151,男,61.0,广州,2008/3/25,3
613,47964,男,50.0,上海,2007/9/24,4
614,46252,女,50.0,广州市,2007/6/17,4
615,39255,男,57.0,LNUT,2008/10/13,4
616,44810,男,54.0,上海,2006/1/15,4
617,47782,男,48.0,长沙县,2007/11/6,4
618,39078,男,47.0,南海,2008/3/31,4
619,11878,男,48.0,CABRAMATTA,2007/12/10,4
620,23577,男,42.0,上海,2011/8/22,4
621,19053,男,42.0,大连市,2006/10/16,4
622,51497,男,50.0,番禺,2012/5/12,4
623,2155,男,64.0,。,2005/4/29,4
624,20561,男,58.0,GREAT FALLS,2007/8/12,4
625,59249,男,35.0,佛山市,2011/4/1,4
626,31448,女,33.0,广州,2010/8/6,4
627,62033,男,65.0,北京,2012/5/11,4
628,57741,男,39.0,大连,2009/7/14,4
629,38207,女,42.0,广州市,2005/7/7,4
630,37124,女,55.0,从化,2007/4/2,3
631,31799,女,41.0,75003,2010/10/6,4
632,31240,男,38.0,广州,2009/9/10,4
633,2018,男,49.0,广州,2004/11/17,4
634,22701,男,54.0,深圳,2010/7/1,4
635,29347,男,45.0,广州,2005/10/20,4
636,1035,男,44.0,广州,2007/2/21,4
637,4331,男,35.0,深圳,2009/10/17,4
638,33530,男,45.0,广州,2012/4/20,4
639,55364,男,40.0,汕头,2008/5/27,4
640,47792,男,55.0,广州,2007/10/26,4
641,52714,男,38.0,长春,2009/8/31,4
642,26509,男,46.0,库车,2011/5/18,4
643,44606,男,37.0,沈阳市,2006/6/28,4
644,3570,男,38.0,广州市,2008/9/6,4
645,9520,男,66.0,北京,2005/12/30,4
646,1101,男,56.0,.,2007/4/1,3
647,62795,男,50.0,广州市,2007/7/9,4
648,1282,男,42.0,广州,2009/1/12,4
649,56170,男,42.0,广州,2005/3/11,4
650,6022,男,58.0,长沙,2012/1/13,4
651,30310,男,47.0,深圳,2008/9/9,4
652,9733,男,48.0,长沙,2006/7/11,4
653,46272,男,48.0,大连,2007/6/28,4
654,6480,男,27.0,大连,2012/5/19,4
655,57857,男,34.0,广州,2011/5/27,4
656,15633,男,72.0,PARIS,2012/5/25,4
657,47933,男,50.0,桂林市,2008/1/11,4
658,23070,男,62.0,,2011/4/22,4
659,62373,男,40.0,乌鲁木齐,2011/4/5,4
660,24551,男,39.0,青岛市,2012/6/1,3
661,35715,男,60.0,长春,2005/10/30,4
662,15383,男,52.0,乌鲁木齐,2012/3/1,4
663,12319,女,55.0,广州,2008/9/18,4
664,54390,男,37.0,,2012/3/22,4
665,57582,男,46.0,广州,2008/9/21,4
666,40819,男,41.0,广州,2010/5/19,3
667,36972,男,42.0,广州,2006/12/6,4
668,46348,男,35.0,广州,2008/5/20,4
669,26844,男,39.0,长春,2008/8/20,4
670,24762,男,44.0,上海,2012/6/6,4
671,707,男,47.0,长沙,2006/5/30,4
672,11032,男,45.0,广州,2005/2/1,4
673,40022,男,39.0,福州,2010/12/28,4
674,61843,男,49.0,贵阳,2011/9/8,4
675,45980,男,51.0,深圳,2006/11/7,4
676,8346,男,53.0,伊斯兰堡,2011/4/5,4
677,47214,男,42.0,昆明,2005/4/10,4
678,22310,男,46.0,郑州,2009/10/31,4
679,35904,男,49.0,乌鲁木齐市,2006/4/19,4
680,30242,男,71.0,Sanda-shi,2008/3/23,4
681,51864,男,64.0,COLLAROY PLATEAU,2012/8/17,4
682,11681,男,48.0,长沙,2007/9/9,4
683,46215,男,45.0,广州,2007/4/1,4
684,23105,男,42.0,汕头,2010/11/27,4
685,38006,男,54.0,广州,2004/12/1,4
686,3624,男,40.0,广州,2008/9/5,4
687,19168,男,47.0,广州,2007/1/8,4
688,49645,男,43.0,佛山市,2010/3/15,4
689,18792,男,46.0,南海,2006/4/20,4
690,42199,女,31.0,北京,2012/1/3,4
691,48826,男,32.0,深圳市,2011/12/3,4
692,45997,男,43.0,乌鲁木齐,2006/11/15,4
693,55246,男,44.0,.,2007/5/7,4
694,9589,女,40.0,广州,2006/3/27,4
695,52831,男,33.0,广州,2010/7/23,4
696,7581,男,53.0,长沙市,2010/7/27,4
697,37156,男,45.0,深圳,2007/5/18,4
698,49748,男,50.0,TONDABAYASHI,2011/3/15,4
699,26663,男,40.0,长春,2006/5/14,4
700,14917,男,63.0,san jose,2012/8/25,4
701,10971,男,46.0,广州,2004/11/20,4
702,30463,男,47.0,深圳,2008/7/12,4
703,58269,男,35.0,广州市,2009/9/20,4
704,49045,男,48.0,南阳,2010/10/9,4
705,49564,男,58.0,中山,2010/7/24,3
706,53643,男,51.0,珠海,2006/9/19,4
707,3920,男,,抚顺市,2009/5/16,4
708,23142,男,51.0,EDOGAWA-KU,2012/5/25,4
709,23352,男,79.0,SAPPORO-SHI,2012/2/10,4
710,4192,女,30.0,广州,2010/6/7,4
711,16720,男,48.0,沈阳市,2010/1/11,4
712,57187,男,38.0,郑州,2008/4/27,3
713,38771,男,38.0,广州,2007/12/17,4
714,55749,男,62.0,HONG KONG,2012/3/20,4
715,14678,男,52.0,,2011/9/27,4
716,51044,女,25.0,东莞,2012/1/13,4
717,24277,男,37.0,广州,2011/12/7,4
718,30903,男,38.0,广州,2009/2/18,4
719,44,男,43.0,沈阳,2006/11/17,4
720,45587,男,56.0,广州,2006/1/4,4
721,11152,男,38.0,广州市,2005/4/20,4
722,57717,男,46.0,佛山,2008/9/15,4
723,45994,男,35.0,.,2006/11/6,4
724,59352,男,52.0,北京,2012/2/28,4
725,8329,男,44.0,乌鲁木齐,2011/5/20,3
726,20194,男,36.0,北京,2005/2/1,4
727,38225,男,39.0,广州,2005/7/27,4
728,38493,男,54.0,大连,2007/6/18,4
729,54597,男,42.0,深圳,2005/12/7,4
730,13946,男,34.0,广州,2011/1/30,4
731,693,男,46.0,珠海,2006/5/25,4
732,33570,男,30.0,广州,2012/6/26,4
733,47381,男,52.0,武汉,2005/9/4,4
734,40402,男,45.0,广州,2009/12/13,3
735,3553,男,41.0,沈阳,2006/1/30,4
736,4254,男,48.0,桂林,2009/11/7,4
737,46483,男,43.0,广州市,2010/5/26,4
738,3120,男,58.0,广州,2008/3/23,4
739,49051,男,39.0,大连,2011/1/25,4
740,60765,男,45.0,乌鲁木齐,2013/1/27,4
741,61862,女,37.0,长春,2011/3/1,4
742,13352,男,37.0,广州,2009/11/22,4
743,39682,男,44.0,广州,2009/12/21,4
744,46158,男,59.0,广州,2007/3/16,4
745,45610,男,47.0,北京,2006/2/12,4
746,31016,男,60.0,珠海,2009/4/3,4
747,16656,男,33.0,长春,2009/3/30,4
748,35754,男,45.0,吉林,2008/8/1,4
749,14539,女,49.0,广州市,2011/4/1,4
750,30130,男,50.0,沈阳,2008/3/13,4
751,8614,男,47.0,沈阳市,2007/7/15,4
752,10498,男,43.0,上海,2010/10/1,4
753,31428,男,50.0,Singapore,2010/3/15,4
754,47405,男,56.0,广州,2005/9/20,4
755,2893,男,57.0,深圳,2008/5/28,3
756,58076,男,39.0,广州,2009/3/1,4
757,8211,男,31.0,大连市,2011/2/17,4
758,35446,男,57.0,沈阳,2005/9/9,4
759,19873,男,58.0,广州,2012/6/15,4
760,1801,男,52.0,,2010/9/7,4
761,22454,男,47.0,长沙市,2010/1/8,4
762,61764,男,45.0,大连,2011/6/29,4
763,7646,男,40.0,上海市,2009/7/30,4
764,1204,女,38.0,广州,2007/6/12,4
765,45667,男,45.0,广州,2005/9/1,3
766,55477,男,52.0,广州,2005/9/12,4
767,22402,男,55.0,牛久市,2009/12/22,4
768,59835,男,55.0,广州,2011/3/3,4
769,46767,男,53.0,北京,2012/4/6,3
770,49656,男,32.0,广州,2010/3/23,4
771,38026,男,42.0,广州,2004/11/10,4
772,24643,男,30.0,泰州,2012/6/26,4
773,29118,男,45.0,上海,2005/3/12,4
774,6362,男,34.0,,2012/5/17,4
775,31026,男,43.0,乌鲁木齐,2010/5/31,4
776,100,女,31.0,广州,2010/11/17,4
777,22634,男,41.0,,2010/4/20,4
778,14666,男,32.0,ALHAMBRA,2012/1/28,4
779,44944,男,46.0,阿克苏市,2006/4/11,4
780,48044,男,43.0,哈尔滨,2007/10/16,4
781,18819,男,47.0,广州,2006/5/12,4
782,686,男,41.0,广州,2006/5/23,4
783,32225,男,56.0,东莞,2011/5/5,4
784,56750,男,35.0,东莞市,2007/8/25,4
785,42189,男,36.0,广州,2011/12/21,4
786,54838,男,58.0,REDLANDS,2006/7/19,4
787,22999,女,30.0,广州,2011/1/22,4
788,41908,男,53.0,北京,2011/10/23,4
789,11015,男,69.0,東京都,2004/11/25,4
790,28041,男,43.0,深圳,2006/12/22,4
791,40606,男,44.0,广州市,2010/5/7,4
792,62650,男,40.0,.,2007/9/5,4
793,4311,男,43.0,广州,2010/3/22,4
794,10171,男,35.0,广州,2007/6/9,4
795,22784,男,45.0,武汉,2010/8/14,4
796,27644,男,46.0,广州,2005/11/24,4
797,32881,男,27.0,南海,2012/2/16,4
798,37819,男,63.0,Argyle,2012/10/3,3
799,22632,男,45.0,.,2010/4/6,4
800,10004,男,39.0,上海,2007/2/16,4
801,36016,男,50.0,长沙,2006/2/15,4
802,37456,男,58.0,广州,2010/8/20,3
803,3697,男,37.0,SAN GABRIEL,2011/2/6,4
804,39058,男,41.0,大连,2006/8/14,4
805,8485,男,33.0,广州,2006/7/20,4
806,44344,男,55.0,.,2009/8/7,3
807,35783,男,47.0,沈阳市,2008/9/19,4
808,26950,男,63.0,乌鲁木齐市,2006/4/2,4
809,38980,男,37.0,沈阳,2008/1/12,4
810,47271,男,38.0,广州,2005/5/28,4
811,22508,男,34.0,,2009/12/8,4
812,1040,男,41.0,广州,2007/3/8,4
813,30713,男,47.0,深圳,2008/10/30,3
814,19525,男,56.0,长春,2010/1/31,4
815,58402,男,61.0,广州市,2010/2/28,4
816,54876,男,34.0,广州市,2006/7/26,4
817,26567,男,45.0,广州市,2005/9/9,4
818,3549,男,55.0,Komatsu-shi,2010/2/7,4
819,35787,男,36.0,沈阳市,2008/10/25,4
820,12148,女,59.0,广州,2008/4/6,3
821,35299,男,39.0,上海,2010/10/17,3
822,3231,男,39.0,沈阳,2008/4/23,4
823,26458,女,35.0,南平,2010/11/19,4
824,19658,男,38.0,广州,2011/3/27,4
825,31527,男,70.0,Battery Point,2010/5/25,3
826,44959,女,64.0,乌鲁木齐市,2006/3/28,4
827,13609,男,37.0,,2010/3/31,4
828,37260,男,55.0,湛江,2007/10/10,4
829,39235,男,58.0,MORIYAMA,2009/11/13,4
830,50062,男,34.0,上海,2011/1/21,4
831,50754,男,54.0,吉林,2011/8/2,4
832,20336,男,40.0,广州,2005/7/13,4
833,21048,男,57.0,广州,2008/1/27,4
834,28646,男,33.0,广州,2011/12/14,4
835,27096,男,59.0,长沙,2012/3/30,4
836,11037,男,42.0,北京,2005/2/1,3
837,44988,女,49.0,乌鲁木齐市,2007/2/20,4
838,3732,男,37.0,广州,2008/9/16,4
839,24799,男,32.0,广州,2012/5/19,4
840,56229,男,43.0,广州,2005/4/19,4
841,20552,男,44.0,玉林,2007/5/2,4
842,12997,女,49.0,,2009/1/20,3
843,60025,男,52.0,VALL GCAN,2012/3/30,3
844,47191,男,35.0,广州,2005/3/23,4
845,57185,男,43.0,长沙,2008/4/18,4
846,45664,女,48.0,湛江,2006/3/20,4
847,4387,男,48.0,西宁,2010/7/11,4
848,19503,男,34.0,广州,2009/10/8,4
849,44441,女,35.0,乌鲁木齐,2011/3/26,4
850,812,男,48.0,广州,2006/8/8,4
851,58462,男,39.0,广州,2010/2/3,4
852,55206,男,52.0,广州,2007/3/28,4
853,36550,男,47.0,广州,2006/1/13,4
854,43463,男,49.0,株洲,2013/3/3,3
855,19636,男,54.0,广州市,2010/6/1,3
856,42653,女,50.0,广州,2012/5/11,4
857,34453,男,53.0,广州市,2012/7/14,4
858,3799,女,54.0,广州,2008/11/17,4
859,29050,男,42.0,广州,2004/12/8,4
860,8651,男,39.0,长春,2007/7/3,4
861,36622,女,36.0,广州,2006/3/20,4
862,16652,男,39.0,沈阳,2009/3/16,4
863,50367,男,54.0,大连,2012/1/6,4
864,26358,男,46.0,深圳,2011/11/26,4
865,11759,男,31.0,深圳市,2007/10/5,4
866,11295,男,49.0,广州,2005/9/9,4
867,30402,男,44.0,广州,2008/7/9,4
868,1351,男,42.0,,2009/12/11,4
869,35932,男,47.0,乌鲁木齐市,2007/4/4,4
870,58495,男,48.0,长沙,2010/7/15,4
871,14053,男,46.0,北京,2010/12/31,4
872,2380,女,41.0,上海,2005/11/10,4
873,19962,男,51.0,OOGVLIET,2012/10/23,4
874,53352,男,64.0,乌鲁木齐,2006/3/28,3
875,15770,男,38.0,广州,2012/6/14,4
876,3057,男,58.0,佛山,2007/4/15,4
877,8515,男,71.0,长春,2006/3/16,4
878,26513,男,47.0,乌鲁木齐,2011/8/25,3
879,8947,男,57.0,阿克苏,2008/12/20,4
880,755,男,47.0,广州,2006/7/17,4
881,62287,男,51.0,乌鲁木齐,2006/10/17,4
882,49644,女,39.0,广州,2010/4/3,4
883,31064,男,30.0,广州,2009/8/24,4
884,22223,女,39.0,广州,2009/8/9,4
885,47257,男,56.0,广州,2005/5/18,4
886,8492,男,47.0,大连,2006/8/8,4
887,54654,男,47.0,广州,2006/2/23,4
888,9844,女,35.0,广州,2006/10/30,4
889,24359,男,47.0,长春市,2012/5/17,4
890,46230,男,37.0,北京,2007/5/16,4
891,310,男,48.0,广州,2011/11/8,4
892,41094,男,60.0,KAMEYAMA-SHI,2011/10/11,4
893,62863,男,53.0,乌鲁木齐市,2006/3/24,4
894,28006,男,50.0,广州,2006/11/24,4
895,35937,男,62.0,乌鲁木齐市,2007/5/31,4
896,16747,男,60.0,Haeundae-gu,2010/2/16,4
897,43999,男,66.0,广州市,2011/12/22,4
898,9713,女,43.0,增城,2006/6/26,4
899,48126,男,40.0,广州市,2008/3/28,4
900,57568,男,53.0,大连,2010/3/18,4
901,44961,女,44.0,乌鲁木齐市,2006/5/25,4
902,45005,男,44.0,乌鲁木齐,2007/9/20,4
903,9735,男,40.0,广州,2006/7/27,4
904,57421,男,56.0,大连,2008/7/16,4
905,38099,男,53.0,广州市,2005/3/23,4
906,2310,男,47.0,广州,2005/9/1,4
907,34110,男,48.0,乌鲁木齐,2012/11/10,4
908,42624,男,31.0,广州,2012/6/13,4
909,40132,男,56.0,广州,2009/4/7,4
910,11220,男,53.0,广州,2005/7/5,4
911,54602,男,50.0,广州,2005/12/8,4
912,32423,男,35.0,广州市,2011/5/29,4
913,25115,女,53.0,佛山,2012/10/27,4
914,22014,男,53.0,武汉市,2009/1/3,4
915,38067,男,47.0,广州,2005/2/14,4
916,52661,男,42.0,沈阳市,2010/1/15,4
917,45577,男,52.0,广州,2005/12/24,4
918,57913,男,41.0,乌鲁木齐,2009/2/6,4
919,921,男,33.0,广州,2006/11/15,4
920,41275,女,29.0,深圳,2011/8/28,4
921,13131,男,34.0,柳州,2010/2/20,4
922,56192,男,47.0,广州市,2005/4/1,4
923,26638,男,37.0,沈阳,2006/6/14,4
924,49794,男,36.0,武汉市,2010/7/22,4
925,47757,男,58.0,深圳,2007/11/1,4
926,41770,男,60.0,大连,2011/10/9,4
927,13247,男,44.0,广州,2009/7/15,4
928,43906,男,32.0,北京,2011/1/13,4
929,44952,男,60.0,乌鲁木齐市,2006/4/22,4
930,12881,男,36.0,.,2009/11/15,4
931,3257,男,49.0,KUSATSU-CITY,2010/4/4,4
932,17745,男,37.0,大连,2007/2/12,4
933,22759,男,28.0,,2010/10/8,4
934,40265,男,34.0,广州,2010/5/28,4
935,60246,男,28.0,广州市,2011/12/11,4
936,26831,男,45.0,本溪,2008/6/12,4
937,10110,女,41.0,广州,2007/4/27,4
938,23777,男,41.0,沈阳,2012/7/4,4
939,6306,男,55.0,乌鲁木齐,2012/4/25,4
940,6947,男,43.0,许昌,2012/11/3,4
941,2472,男,38.0,沈阳,2007/5/8,4
942,53232,男,58.0,东京都,2009/6/28,4
943,18673,男,44.0,深圳,2005/12/28,4
944,46824,男,47.0,东莞,2012/6/27,4
945,55871,男,31.0,广州,2012/8/24,4
946,53944,男,38.0,乌鲁木齐,2006/3/25,4
947,56408,男,46.0,广州,2005/9/19,4
948,62462,女,55.0,大连,2006/3/7,4
949,24465,男,46.0,乌鲁木齐,2012/8/1,4
950,8313,男,51.0,伊宁,2010/11/15,4
951,38248,女,45.0,广州,2005/8/11,4
952,14125,男,47.0,KODAIRA-SHI,2012/4/11,4
953,46523,男,43.0,沈阳,2010/9/14,4
954,18043,男,39.0,钦州,2006/7/11,4
955,9581,女,44.0,EINDHOVEN,2006/2/1,4
956,60273,男,38.0,大连,2011/11/15,4
957,37404,男,46.0,长沙,2010/3/8,4
958,1041,男,53.0,北京,2007/1/25,4
959,54031,男,33.0,北京,2008/3/31,4
960,6641,男,46.0,.,2011/1/30,4
961,26500,男,51.0,乌鲁木齐,2011/6/14,4
962,45866,男,46.0,上海,2006/8/25,4
963,57633,男,51.0,TOKYO,2008/9/12,4
964,17391,男,37.0,乌鲁木齐,2009/10/22,4
965,50048,男,37.0,上海,2011/3/9,4
966,8898,男,60.0,乌鲁木齐,2007/4/27,3
967,47233,女,39.0,广州,2005/4/22,4
968,47251,男,39.0,.,2005/5/10,4
969,891,男,42.0,珠海,2006/10/20,4
970,18810,男,45.0,,2006/4/3,4
971,35836,男,48.0,哈尔滨,2007/11/18,3
972,18870,男,37.0,广州,2006/6/18,4
973,27973,男,49.0,武汉,2006/11/3,4
974,9489,男,27.0,can,2004/11/1,4
975,27928,男,44.0,长沙,2006/9/29,4
976,48152,男,46.0,广州,2008/3/27,4
977,4908,女,41.0,广州,2010/9/15,4
978,2182,男,49.0,武汉,2005/5/6,4
979,30905,男,57.0,Yokohama,2009/2/1,4
980,25211,男,47.0,DONCOSTER EAST,2012/9/8,4
981,19386,男,51.0,茂名,2007/6/9,4
982,50889,女,54.0,武汉,2011/9/14,4
983,20231,男,46.0,,2005/3/31,4
984,23700,女,21.0,CORONA,2012/6/20,4
985,62966,男,37.0,乌鲁木齐,2008/7/6,4
986,29752,男,39.0,广州,2007/10/21,4
987,28028,男,41.0,.,2006/11/29,4
988,19265,男,67.0,合肥,2007/3/16,4
989,11051,男,53.0,.北京,2005/2/8,4
990,3793,男,49.0,郑州,2008/11/20,4
991,41265,男,47.0,库车,2011/5/15,4
992,8259,男,58.0,乌鲁木齐,2010/4/15,4
993,29959,男,50.0,武汉,2008/4/12,4
994,31387,男,40.0,上海,2009/12/22,4
995,11916,男,56.0,大连,2008/5/27,4
996,58849,男,45.0,郑州,2011/7/31,4
997,36711,男,50.0,广州,2006/5/31,4
998,39494,女,61.0,ALHAMBRA CA,2010/5/23,4
999,46309,男,65.0,广州,2007/8/24,3
1000,13631,男,30.0,广州,2010/3/6,4
1001,34095,男,51.0,深圳,2012/11/28,4
1002,48928,男,40.0,深圳,2009/1/26,4
1003,56839,男,38.0,东莞,2009/10/13,3
1004,49221,女,46.0,DIAMOND BAR,2010/4/24,4
1005,38177,男,37.0,广州,2005/5/26,4
1006,62939,男,45.0,乌鲁木齐,2007/11/27,4
1007,20800,女,42.0,广州,2007/9/13,4
1008,49145,男,48.0,广州,2006/10/18,4
1009,60299,男,43.0,北京,2012/2/23,4
1010,21206,男,56.0,株州,2008/3/27,4
1011,46031,男,44.0,长沙,2006/11/29,4
1012,58208,男,40.0,广州,2009/7/6,4
1013,39669,女,48.0,沈阳,2007/3/1,4
1014,22317,男,34.0,广州,2009/9/17,4
1015,53868,男,47.0,哈尔滨市,2006/8/21,4
1016,56668,男,40.0,广州,2007/10/15,4
1017,49880,女,52.0,PARIS,2011/9/28,4
1018,48877,女,36.0,广州,2008/12/7,4
1019,8262,男,48.0,乌鲁木齐,2010/5/28,4
1020,3435,男,49.0,哈尔滨,2008/1/15,4
1021,31481,男,54.0,上海,2010/1/16,4
1022,59292,男,34.0,广州,2011/4/5,4
1023,59263,男,49.0,长春,2011/4/23,4
1024,48232,男,38.0,广州,2008/4/26,4
1025,48981,男,41.0,广州,2008/1/22,4
1026,54771,男,35.0,广州,2006/6/1,4
1027,8876,男,49.0,乌鲁木齐,2006/10/26,4
1028,34723,男,54.0,上海,2010/8/20,4
1029,580,女,40.0,广州,2006/1/31,4
1030,50550,男,50.0,大连,2012/1/21,4
1031,58162,男,40.0,广州,2009/7/31,4
1032,17679,男,54.0,大连市,2005/11/7,4
1033,27781,男,48.0,武汉,2006/6/13,4
1034,21116,男,43.0,广州,2008/3/4,4
1035,21362,男,58.0,SHIMONOSEKI,2010/11/28,4
1036,13991,女,27.0,广州,2010/12/31,4
1037,3518,男,46.0,ESCONDIDO,2009/1/22,4
1038,61726,女,47.0,.,2011/2/4,4
1039,59386,男,64.0,广州,2011/7/29,3
1040,47698,男,37.0,番禺,2007/8/9,4
1041,3406,男,35.0,广州,2008/2/17,4
1042,28602,男,36.0,广州,2011/9/28,4
1043,20651,男,62.0,香港,2007/7/1,4
1044,40682,男,40.0,邯郸,2010/4/27,4
1045,48252,男,57.0,OSAKA,2008/10/27,4
1046,29499,男,59.0,SYDNEY,2007/9/12,4
1047,7496,男,43.0,大连,2009/12/1,4
1048,11209,女,40.0,广州,2005/6/29,2
1049,12408,男,54.0,YOTSUKAIDO-SHI,2011/10/5,4
1050,46565,男,33.0,广州,2011/3/8,4
1051,62884,男,50.0,武汉,2006/5/24,3
1052,17394,男,55.0,乌鲁木齐,2009/7/17,4
1053,20122,男,44.0,广州,2004/11/30,4
1054,53718,男,37.0,大连,2007/9/18,4
1055,21976,男,45.0,广州,2009/1/15,4
1056,33392,男,39.0,LIMA,2012/3/31,4
1057,28209,女,35.0,深圳,2007/5/29,4
1058,38332,男,48.0,广州,2005/11/10,4
1059,31866,男,52.0,乌鲁木齐,2010/11/17,3
1060,703,男,46.0,广州,2006/5/21,4
1061,6004,男,43.0,中山,2012/7/13,4
1062,45659,男,43.0,广州,2006/3/15,4
1063,29159,男,57.0,广州市,2005/4/12,4
1064,44782,男,55.0,长春,2008/3/5,4
1065,5228,男,55.0,大连,2011/3/17,4
1066,54893,男,46.0,湛江,2006/9/1,4
1067,17727,男,40.0,长春,2006/6/9,4
1068,54705,男,44.0,厦门,2006/4/5,4
1069,57649,男,37.0,广州,2009/6/18,4
1070,56375,男,48.0,广州,2005/9/7,4
1071,9972,男,36.0,广州市,2006/12/27,4
1072,21336,男,50.0,沈阳,2007/3/23,4
1073,26946,男,42.0,乌鲁木齐市,2006/3/28,4
1074,56734,男,37.0,广州,2007/11/1,4
1075,28516,男,31.0,广州,2011/1/26,4
1076,15317,男,42.0,吉林,2012/2/25,4
1077,62016,男,48.0,武汉市,2012/4/25,4
1078,31106,男,36.0,广州,2010/10/1,4
1079,56635,男,40.0,广州,2007/7/13,4
1080,44424,男,56.0,南阳市,2011/2/27,4
1081,5845,男,40.0,大连,2012/1/9,4
1082,4256,女,42.0,开平,2009/9/28,4
1083,47210,男,48.0,深圳,2005/4/5,4
1084,29969,男,44.0,北京,2008/1/8,4
1085,24284,男,41.0,上海市,2012/1/28,3
1086,29509,男,56.0,广州,2007/8/28,4
1087,53680,男,34.0,沈阳,2008/4/10,4
1088,12206,男,35.0,上海,2008/6/14,4
1089,9963,男,76.0,哈尔滨,2006/12/27,4
1090,9846,男,38.0,广州,2006/9/29,4
1091,57698,男,62.0,哈尔滨市,2009/1/20,4
1092,24517,男,61.0,广州,2012/4/20,4
1093,44748,男,40.0,沈阳市,2007/9/3,4
1094,37140,男,52.0,佛山,2007/4/30,4
1095,16533,女,38.0,广州,2013/2/1,4
1096,62918,男,63.0,广州,2007/2/22,4
1097,35486,女,67.0,长春,2005/11/14,3
1098,60183,男,35.0,广州,2012/4/5,4
1099,21743,女,55.0,广州,2008/11/23,4
1100,38338,男,38.0,广州,2005/11/21,4
1101,71,男,59.0,大连,2010/8/8,4
1102,54690,男,39.0,南海,2006/3/23,4
1103,9633,男,63.0,TAKAOKA,2006/4/10,4
1104,21955,男,51.0,长沙县,2009/6/25,4
1105,19540,男,43.0,湘潭市,2009/11/13,4
1106,60584,男,58.0,,2012/6/29,4
1107,27411,男,42.0,广州,2005/9/10,4
1108,37051,男,47.0,武汉,2007/1/14,4
1109,40327,男,40.0,广州,2009/9/22,4
1110,12217,男,46.0,广州,2008/4/10,4
1111,62967,男,65.0,乌鲁木齐,2008/7/9,3
1112,23453,女,33.0,沈阳市,2011/6/26,4
1113,40146,男,51.0,广州,2009/9/5,4
1114,40535,男,56.0,海淀,2011/11/6,4
1115,55224,男,45.0,广州,2007/3/14,4
1116,56340,男,37.0,广州,2005/8/5,4
1117,9967,男,47.0,郑州,2006/12/23,4
1118,3757,男,33.0,大连,2008/12/11,4
1119,10528,男,52.0,西安,2011/7/26,4
1120,50802,男,38.0,广州,2011/12/9,4
1121,18848,男,53.0,广州,2006/6/5,4
1122,26778,男,41.0,沈阳,2008/8/31,4
1123,13682,男,33.0,佛山,2012/3/31,4
1124,59489,男,56.0,FUKUOKA-SHI,2011/5/26,4
1125,44049,男,41.0,沈阳市,2012/7/14,4
1126,40632,女,57.0,广州,2010/5/27,4
1127,62623,男,56.0,长春,2007/10/15,4
1128,30553,男,32.0,武汉市,2009/11/21,4
1129,20286,男,52.0,广州,2005/5/17,4
1130,13182,女,31.0,广州,2009/6/23,4
1131,26098,女,38.0,广州,2012/4/21,4
1132,36795,男,47.0,昆明,2006/7/30,4
1133,47109,男,36.0,广州市,2005/1/1,4
1134,22937,男,32.0,成都市,2010/10/25,4
1135,19207,男,35.0,中山,2007/2/14,4
1136,27609,男,42.0,深圳,2011/12/22,4
1137,42203,男,58.0,辽阳,2011/12/16,4
1138,53697,男,49.0,长春,2007/2/7,4
1139,23336,男,48.0,广州,2011/3/11,4
1140,49054,男,53.0,大连市,2009/1/2,4
1141,38421,男,47.0,深圳,2007/5/16,4
1142,45743,男,44.0,广州,2006/6/9,4
1143,29125,男,46.0,广州,2005/3/28,4
1144,56764,男,47.0,深圳,2007/8/20,3
1145,4821,男,52.0,,2010/8/11,4
1146,11060,男,60.0,深圳,2005/2/1,4
